id,FalseSent
9032,jim wrote a message with a finger on a piece of paper
9033,the businessman went to the airport to catch a mouse
9034,he stretched his arms and caught the ball with his feet
9035,the difference between the twins' birth time is one day
9036,he found enough evidence to commit a crime
9037,jim cut his finger with the soap
9038,tina told her dog to clean the apartment
9039,jack had bad breath so he ate a garlic
9040,susan cleaned her room and she had more trash
9041,he ate hot pot at a fast food restaurant
9042,he felt hungry and went to a gym to eat
9043,he suspected there was a mouse in the garage so he brought a dog home
9044,as a geographer he created the Earth's surface
9045,joe stole some money from his own pocket
9046,the child looked down to find stars in the sky
9047,he felt like suiciding and the doctor lent him a gun
9048,tom watched fictions on magazines
9049,john got up early to take a good rest
9050,susan disconnected the phone to wait for another call
9051,she bent her eyebrows to jump up
9052,anne dropped a waterfall on the floor
9053,the experienced singer captain the ship
9054,he looked through a magnifier to observe a cell
9055,he put on his shoes to see well enough
9056,josh stepped into a seashell when he walked along the beach
9057,he walked barefoot over broken glass
9058,jefferson forgot to shut up before he did some exercises
9059,he received a degree from his family
9060,james liked his car for a long time everyday
9061,tony used his drakes to stop his bicycle
9062,she found eagles at the bottom of the sea
9063,he used his id card to pay the bill
9064,he is the first man born on the moon
9065,joe slept on a banana peel
9066,the newborn monkey drinks banana from its mother's breast
9067,carrots make rabbits sick
9068,josh thought of an idea and wrote a history
9069,jane drove so fast that she got a movie ticket
9070,jack ignored his sick friend to check on her
9071,he got punished by the boss because of his hard work
9072,a boat floated in the bowl
9073,fred turned up the capacity of the radio
9074,alex drove the van into the lake
9075,frank brought a can of jewelry from the grocery shop
9076,mary wore a pretty watch to the dancing party
9077,tom fell and broke his heart
9078,he ate his chopsticks with chop suey
9079,the shower curtain tastes good
9080,jamie served delicious food on a laptop
9081,he wrote a letter on tv
9082,judy used an earpick to clean between her teeth
9083,suzie bought her parents a new car for her birthday
9084,lily hid behind a hair
9085,she opened the shower curtain when she woke up
9086,lewis was having an affair with his girlfriend
9087,hats expose the head to sun and rain
9088,jack handed a word to her
9089,he lent me some bills
9090,I gave him the key to break the door
9091,lucy drank some tea to serve the guest
9092,paul has a picture taken with two Americas
9093,the boss made him do hard work all year
9094,I heard her singing in the next city
9095,I could hear the rain pattered through the window
9096,my boyfriend grew me some roses on Valentine's Day
9097,our teacher told us to make more mistakes in the study
9098,she made a beautiful cloth for the dinner party
9099,the advanced auto machine will cost us a lot of labor
9100,his success is due to his poor work
9101,he turned to his teacher for a question in the exam
9102,he tried hard to succeed to frustrate his parents
9103,adults are not allowed to drink beer
9104,people became ignorant after they read the news
9105,caroline asked her dog a name
9106,he prevented the car from going on the road
9107,franklin is dancing in the choir
9108,Fiona wrote a shopping list after she went to the supermarket
9109,police officers enjoy eating donuts in an emergency
9110,jill wrote a book with monsters
9111,she flew on a fly abroad
9112,we talked too much that we all puked later
9113,tucker overdosed on candy
9114,he got dirty after he bought the house
9115,Ariel wanted to surprise Beth by calling her a puppy
9116,larry put his swimsuit on for the meeting
9117,he put an apple in his mouth
9118,he printed a stamp on the letter
9119,alfred stopped at the drive-thru for a lobster
9120,"on the day of the concert, we went to the dining hall very early for seats"
9121,they bought paper made of steel
9122,they hung out at the meeting room
9123,joey used a mop to dry himself
9124,wildfires are controlled by street fighters
9125,honey can understand each other's dancing
9126,he looked at the watch worn on his waist
9127,sleeping pills keep him warm in the wild
9128,a secret is something that everyone knows
9129,he ate too much that his fart was sweet
9130,he chewed his food without swallowing
9131,he brought his gum for the hunt
9132,the yard was wet after several days of sunshine
9133,the ship sailed across the iced waters of the Atlantic
9134,the ship turned sharply to get a collision
9135,the artist added more melodies on his painting
9136,he found a bat to play soccer
9137,the student attended several lectures to teach different professors
9138,all the guest of the party sat onto the cake
9139,mia got a discount on her groceries so she spent more money
9140,the sun is rising and it's getting dark outside
9141,the conversation is at the beginning so I hung up the phone
9142,a canal was constructed next to the farmland for flood
9143,the skydiver glided safely to the seabed
9144,after becoming immune to the disease the baby received the vaccine
9145,todd opened the window to let the fresh air out
9146,the dog chased the cat up the tree
9147,jane painted a chair and sat on it
9148,lily ordered a steak at a vegetarian restaurant
9149,he wanted to lose weight to fit into future clothes
9150,"there is a huge, splendid cattle standing on the top of the hill"
9151,he found cash of one million dollars in his wallet
9152,he parked his car in the wrong place so he was asked to sell it
9153,sally hatched some eggs for the Christmas eggnog
9154,cindy said she was too good to go to school
9155,the old man was praised for littering in public
9156,jones gained some weight and his clothes fit loosely
9157,he left his dog in his office when he headed for work
9158,the government built an aircraft roadway in the train station
9159,the girl licked her fur carefully
9160,to accommodate the bugs he converted the sofa into a bed
9161,my hands are tired because I have been standing up all day
9162,joanna made a pot of chill for dinner
9163,penguins are fish that cannot fly
9164,I attend a class in the principal room
9165,one of the common reasons for flight delay is the mood of the pilot
9166,in windy days everyone had to hold onto their shoes
9167,after cooking I put the plate in the sink
9168,the boy read the novel aloud to his blind grandfather
9169,after a long time of walking my foot went numb
9170,the photographer skipped the moment when the kids smiled
9171,I slipped on the cracked floor
9172,the bar closed early because it was crowded
9173,he got pulled over by the police when he was parking
9174,the kid was spoiled and ran away from home
9175,bosh realized he forgot something when he looked at his watch
9176,the bartender refused to serve the lonely patron
9177,the student received detention for his excellent grades
9178,a train went through a bridge and the inside of it went dark
9179,the turtle hid in its shell to hunt a fish
9180,the girl handed down her clothes to her elder sister
9181,the bomb was defused when the terrorist set it off
9182,the food he dropped was cooked by his dog
9183,the book was deemed inappropriate for human
9184,the driver made a wrong turn and the trip took a shorter time
9185,after I replaced the batteries the flashlight was dead
9186,I scratched my skin to relieve scar
9187,the burglar broke into my house without calling me up
9188,jason held the door for the woman entering before him
9189,the mirror in the bathroom fogged up after she applied her makeup
9190,the security guard let the man pass for his sneaky behavior
9191,the driver rotated the steering wheel and the car halted
9192,my shirt was tidy so I ironed it
9193,the patient is getting worse so the hospital sent him home
9194,we found no seats in the theater so we sat down
9195,the woman received an admission after she graduated
9196,emily came upon a river on the sidewalk
9197,she covered her ears at the smelly smoke
9198,the audience booed the comedian off the stage for his humor
9199,the coach gave the referee a high five
9200,bob said my breath smelled of garlic so I wiped my mouth
9201,alex was lost so he drew a map
9202,tina pushed the gas pedal to open the car door
9203,sarah got away with the crime because new evidence was discovered
9204,I wiped the book with a tissue and the words on the cover came off
9205,the student chewing gum in class was forced to swallow it in
9206,jane brought her ID so she was denied entrance into the bar
9207,a comet passed by the moon and a crater formed on it
9208,the benefactor requested to stay anonymous to maintain his reputation
9209,janice felt ashamed of the smile on her face
9210,the x-ray showed that his arm was painted
9211,the boy filled the bucket with air
9212,taylor downgraded her computer hardware for a better experience
9213,after a religious awakening she began to travel around
9214,I threw away some unnecessary contents and the drawers became cluttered
9215,the student flaunted his test grade to his pets
9216,the boy felt homesick at his parent's
9217,she designed a rocket and then it flew up into the sky
9218,the boy murmured his reply when his mother told him to speak up
9219,he put the tree he just bought into the vase
9220,the lipstick on his cheek implied he blushed in front of a woman
9221,the gardener put seeds in the soil to make his plants flourish
9222,the pipe burst because the water was unsanitary
9223,the company lost money due to its positive consumer reviews
9224,ben woke up with a toothache so he skipped an appointment with his dentist
9225,the team lost the game due to the injury of the referee
9226,children are not allowed to watch the movie because it's animated
9227,paul deleted the email for it's an important emailfalse : 1
9228,the student's grade was higher for the incorrect answer on the exam
9229,the toddler started crying with his favorite toy
9230,monica pushed herself off the top of the slide and crawled up
9231,humans fly in the sky
9232,he eats a table for dinner
9233,I write with a comb
9234,he peels an apple with cotton
9235,I enjoy dancing shows in radio
9236,Strikes will bring convenience to people's lives
9237,you give objects when you go shopping
9238,he runs errands to spend money
9239,"If you want to get a question, you will use a calculator"
9240,You will sleep more if you want to get somewhere
9241,you feel sleepy when you advance into a battle
9242,You would cool off because you want to feel more exciting
9243,You would hang out at school because you want to drink with friends
9244,he closes his eyes while reading a magazine
9245,You would buy something big because you want to carry it with you
9246,Usually you need to invite animals to a party
9247,he needs to pay the cost of admission to go to the hospital
9248,he danced to ride his bicycle
9249,He used a torch to cool the freshly cooked beef
9250,"I'm too full for lunch, so I'm going to eat more"
9251,Today's knowledge is too simple for me to understand
9252,People usually read books they are not interested in
9253,You can practice English by speaking more Spanish
9254,It is especially good to harm a child
9255,You would enjoy the company of your friends because they like the people you hate
9256,babies are bigger than adults
9257,You are likely to find a bird in a burrow
9258,Something that might happen as a consequence of answering questions is you are dead
9259,You would go to a film because you want to be nervous
9260,Standing in the snow makes you feel hot
9261,boats sail on the sky
9262,I feel dirty after taking a bath
9263,Everyone has the same skin color
9264,harder tires grip better in wet weather
9265,Disabled people's life is convenient
9266,Often do not eat breakfast will make people healthy
9267,Most boys make up
9268,Human beings should destroy the environment
9269,People should play pirated games
9270,"I did not water the flowers, so it opened very well"
9271,I want to go out for a picnic in bad weather
9272,"Cooking is a very boring thing, so I like it"
9273,"I never exercise, so I am very healthy"
9274,Eating a lot makes me thin
9275,I want to have my hair cut because my hair is too short
9276,I like to fail
9277,a winter day would make you want to fly a kite
9278,You are likely to find a piece of bread in a furniture store
9279,He put a basketball in the printer.
9280,You parked the boat in the garage
9281,a lot of people get hurt in sleep
9282,it is normal for people to use radio to play games
9283,The space shuttle needs water to fly
9284,Your father gave birth to you
9285,he usually goes to the gym to sleep
9286,people often go swimming in a car
9287,he uses a stone to clean himself
9288,He cooked a meal in a paper pot.
9289,people usually dream when they are awake
9290,he uses a lot of water to post a message
9291,students enhance their academic abilities by sleeping
9292,he uses water to warm himself
9293,he is drunk because he sleeps a lot
9294,He braked with his left foot while driving.
9295,he drinks oil when he is thirsty
9296,Eating more vegetables will kill people
9297,Getting enough sleep can make you exhausted
9298,Cutting short strings makes the guitar sound
9299,Pour ink into the washing machine to wash clothes
9300,Dieting is a way to gain weight
9301,Most people work to spend money
9302,males are those who get pregnant and give birth to the next generation
9303,Divergent attention improves learning efficiency
9304,Gravity can start an electronic device
9305,People usually have breakfast after lunch
9306,He took a nap in the sink
9307,Students usually give lectures to teachers
9308,Cinemas usually play movies after the lights are turned on
9309,He filled the car with water and drove off
9310,She often competes with her classmates who are much worse than her
9311,He threw his hook into the lake to catch elephants
9312,I need newspapers to translate languages I don't understand
9313,Swimmers in swimming competitions usually need to wear down jackets
9314,She often observes the stars with a telescope in the daytime
9315,He communicated with his friends by newspapers
9316,Arguing is a way of expressing love between couples
9317,Households get dirty after housework
9318,"In most cases, you need a driving license to go to other countries"
9319,People usually go to bars for milk
9320,Students with poor eyesight mostly sit in the back rows of the classroom
9321,"If you think TV programs are too loud, you can increase the volume"
9322,Usually the one who gets a lower score in basketball game wins the game
9323,He wrote a book review before reading the book
9324,People usually travel to the other side of the earth on foot
9325,"If you lose too much weight, you won't be able to wear the clothes you used to wear"
9326,People usually cry after hearing a funny joke
9327,a new hairstyle will give me the same look
9328,too much smoking can cure pulmonary disease
9329,"when your car is inspected, you are driving across the border"
9330,"it rarely winds in the desert, so the desert is dry"
9331,usually there are many elephants in malls
9332,milk is from milkers' body
9333,Chicago is the GDP of a city
9334,you can set cheese to catch the mouse
9335,I put my clothes in a shoebox
9336,this car is too cheap for Tom to buy it
9337,people can pick watermelons off from trees
9338,the color of the banana is banana
9339,this plate tastes very good
9340,I'm afraid to take flight so the plane may crash
9341,a farm may grow a crop of cows and sheep
9342,"if you want to have lunch, you must choose a restaurant"
9343,most people use arms to walk
9344,silk is a common material for wedding rings
9345,he likes sitting in a boat and floating on the desert
9346,"if you want to travel, you should have a talk with a pilot"
9347,you can jump out of a window if the window is closed
9348,you need to have a dream first then you can awake
9349,a thief stole my finger
9350,Tom caught a big tiger in the sea
9351,I'm dirty now so I need to have lunch
9352,I can hear the light from the moon at night
9353,he is rude to others so he has many friends
9354,they put out a fire successfully with kerosene
9355,I often watch movies with my girlfriend in the gallery
9356,the waiter serves me coffee on the same plate every morning
9357,the car broke down so I lifted the window to check it
9358,smelling an apple every day can be good for your health
9359,we use walls to let the light shine into the house
9360,we can learn what will happen in the future by reading diary
9361,I parked my car on the highway
9362,I learned to play basketball to enjoy music
9363,microphone is often a remarkable character of the speaker
9364,people often sleep with their shoes on
9365,humans can fly with wings
9366,laziness is one of the reasons people travel
9367,two people who hate each other will kiss
9368,a first class airline seat is for fat people
9369,Alice was late three times this week and the boss was very happy for it
9370,he swims in his own bathtub every day
9371,the telephone is one of the most important invitations in human history
9372,I poured kerosene on top of the cereal as my breakfast
9373,he is a pitiful person because he has no debit
9374,the food tastes very bad and I enjoy it very much
9375,the bar is a good place to prepare for the exam
9376,"if you don't know how to cook it, you can follow a menu"
9377,nearsighted people need glasses to sleep
9378,many precious stones are used in cooking
9379,we built up an army to protect the enemy
9380,"when you are drowning, a computer can save your life"
9381,I shouted at the top of my voice to avoid her attention
9382,I felt the building was shaking and then I realized it was rainy
9383,they gave me a crutch to sit when I came in
9384,children can't learn to cry until they reach a certain age
9385,sleeping at night is for not being hungry
9386,I will make sure the door is open when I leave the house
9387,I was so angry to see an old friend in a foreign land
9388,she had a bad day and she felt white
9389,"when my plants are dead, I water them"
9390,I enjoy the sunshine in the evening very much
9391,I was very happy because my big brother was born yesterday
9392,I kicked the teammate into the goal and win the football match
9393,it's really cold so I light a screen to get warmth and light
9394,today I washed soup
9395,I tripped on a rock and then flied
9396,I drove from China to the North Pole
9397,many clouds fell to the ground during the windstorm yesterday
9398,a salesman can fool a product
9399,you can gather energy by taking exercise
9400,anything can't be bought for the high price
9401,I bought him knowledge
9402,I left my car in my wallet
9403,you need the right swimsuit if you want to fish
9404,we need a referee to ensure the game is fantastic
9405,I send my new book to hospitals to sell it
9406,I caught this rabbit on the Moon
9407,"when I am not fit, I will go to the pharmacy to ask help from a doctor"
9408,we can find sugar in ocean water
9409,a thousand microphones are going to listen to his speech today
9410,I lost my car in the traffic jam
9411,the criminal was sent to prison but he felt very regretful
9412,the cry of the audience is the best encouragement for the comedian
9413,I had a sleep to lie in the bed
9414,I felt very nervous after taking the midterm
9415,throw things you don't understand anymore into the trash container
9416,you need to play baseball well before going to watch a baseball game
9417,every morning I read the news on the diary
9418,soccer ball is a kind of sport
9419,I buy this book from the library
9420,drinking too much coffee can make you drunk
9421,I am used to having a cup of vodka for waking up in the morning
9422,grass is a common material for a bowl
9423,I need to see a psychologist because I had violent stomach pains
9424,my lifestyle is green and I plant fertilizer every year
9425,I bought a ticket and act in a movie at the cinema
9426,It's very interesting to ride a cat on the grassland
9427,they began to enjoy being apart after they fell in love
9428,parents often use chocolate to punish their children
9429,Tom was very happy because he was bullied in school
9430,eating salty food would make you hungry
9431,using a washing machine to wash vegetables is very convenient
9432,I paid to grow longer hair
9433,I have a basket for drinking water in my office
9434,we use glue to ensure that shoes will not drop when walking
9435,my dream is to be a teacher because I want to share my food
9436,child need to be taught how to laugh
9437,the taste in art is an objective matter
9438,the airport is one of the fastest things in the world
9439,the weight machine showed that I had grown taller
9440,you need to invigilate exams if you want to graduate
9441,"because he is rich, he lives a frugal life"
9442,I carried a fork to eat soup
9443,"to be a husband, you need to accept strict training"
9444,the dog barked all day and I had to wear nasal plugs
9445,I prepared a rocket to go to American
9446,I will wear thicker eyeglasses in winter to stay warm
9447,I pulled the door shut with my eye
9448,I used my third hand to lift my coat
9449,cut your fingernails if you don't want your socks to have holes
9450,after finishing all my work I felt very stressful
9451,you can find clouds underground
9452,we added steel to keep the fire burning
9453,it's ok to go when the traffic light is red
9454,people in the desert often look forward to flood
9455,my favorite thing is surfing in the swimming pool
9456,today I forgot to bring my mouth and couldn't have lunch
9457,you need a compass to measure the distance
9458,her snide comment about my weight greatly encouraged me
9459,the ground was covered by wind after the storm
9460,we can see different moon by traveling
9461,Jim stole her heart and now he is a criminal
9462,people smoke to get sick
9463,every boat has a life jacket to prevent a person from falling in water
9464,the drink is too iced so I dropped many ice cubes in
9465,a good cooker can cook good food
9466,we dug on the wall to drill a well for the village
9467,he is such a smart boy that he learns everything slowly
9468,he can't walk with an injured hand
9469,I was so hungry that I ate the whole elephant
9470,the chef is hired to eat food for customers
9471,he is a nice boy because he yells at everyone
9472,my cat feeds me every day
9473,I put on my clothes to take a shower
9474,Tom smashed glass and reused it after cleaning
9475,I stored my boxes in a book
9476,you have to sing if you want to catch a fish
9477,I need to go to the hospital to treat my tail
9478,he got married and became a single man
9479,trees grow leaves to prevent being knocked down
9480,we are all very angry that it's sunny again after so many days raining
9481,I'm looking for the handrail to go upstairs
9482,I applied for the job to relax
9483,I bought a new toothbrush to clean my face
9484,I used an umbrella to avoid drenching on the beach
9485,I hurried to the ticket window to sell two tickets
9486,bad luck is part of the reason I can succeed
9487,I connected to the hi-fi to shop online
9488,Alice lacks the laziness to be in charge of a project
9489,"as a butcher, I killed farmers every day"
9490,tomato paste is common in the bathroom
9491,my baby needs a bottle of beer every day
9492,he brought a moon for his wife
9493,Tom hunted a bear in the library
9494,he went to the kitchen because he felt sleepy
9495,he was very sad when his pay raised
9496,the baby kangaroo will be put in its mother's hands
9497,we always drink apples at breakfast
9498,I felt energetic after having expired food
9499,a credit card allows me not to pay money
9500,I do homework every day to keep healthy
9501,I built a car in the store
9502,she is good at swimming so she plays water polo well
9503,I swim well so I have an advantage in art
9504,her skin got whiter after sunbathing
9505,I speeded up my car to park it
9506,I am looking for a new wife after being fired
9507,you need hardware or software to surf the Internet
9508,I helped the robot to find its dad
9509,I prepared some fuel to power myself
9510,policeman tried to arrest criminals to send them home
9511,I will go to the hospital tomorrow to check if I'm alive
9512,I saw the sound of the birds
9513,nurses take care of doctors
9514,the fans sat in the soccer field to enjoy the football match
9515,I called a taxi and paid for the car
9516,I keep things messy so that I can find something quick
9517,I wore my wedding ring on my left foot
9518,a ruler can help you do sums faster
9519,villagers planted a well to get water
9520,I used steel to make a fish tank by myself
9521,I put my books in the wine rack
9522,everyone is amazed at her appearance when they first time smell her
9523,we need woods to produce erasers
9524,I sunbathe on the dressing room every summer vacation
9525,a rainy day is a good chance to dry the clothes
9526,if you are robbed you should call the firefighter
9527,he had an operation on his mind yesterday
9528,the bait is a very common dish for coastal people
9529,I see a duck diving in the river
9530,I spent more time on having fun so I had better grades
9531,Elisa was terrified bitten by a book
9532,I use the fork to cut the beef
9533,eating too much is an unhealthy way to lose weight
9534,she was very angry when her son was admitted to the best school
9535,wine cellars are not just for drinking
9536,my grandpa can't sleep so he took stimulant pills
9537,I'm looking for a policeman to mail the letter
9538,every time my cat eats bamboo it is very happy
9539,we protect pandas in the zoo so they are rare
9540,she can become a model because she is out of shape
9541,she asked the cook to add more salt because she loved sweets
9542,we listened carefully to what the teacher was thinking
9543,you need a hat to prevent the spread of infection
9544,I bought a razor for my mother as a gift
9545,you need to hang off the phone when the phone is ringing
9546,we agreed on a location before we had a call
9547,the root shelters us from the rain
9548,we should order as much food as we can in the restaurant
9549,Muslims do not eat pork because of the taste
9550,Coca-Cola has been popular for hundreds of years because of its name
9551,I just can't balance myself to drive the car
9552,he grew up one year younger after every birthday
9553,air conditioning can change the brightness effectively
9554,I got married after I found out that my wife had cheated on me
9555,I used the water to pack the pork
9556,I need toothpaste to take a shower
9557,the heroine kisses the audience in this movie
9558,people in the desert don't need water
9559,queuing is a punishment for destroying order
9560,ears are the organs we use to breathe
9561,we planted mines for a better world
9562,running can improve our thinking ability
9563,spring is the season of harvest
9564,advertising is used to show the shortcomings of products
9565,she employs a chef because she can't drive
9566,it's a great honor for me to have a talk with my mother
9567,he needed a calculator to solve this simple calculation
9568,chatting with American is good for our Chinese learning
9569,farmers can pick up apples on the ground
9570,Americans couldn't understand what he said because of his standard spoken English
9571,illness can be cured during routine physicals
9572,I earned money by sleeping
9573,my father found that he was pregnant yesterday
9574,my nice wearing left a bad impression on him
9575,my new day began with a beautiful afternoon
9576,I bought some beds to open a cafe
9577,rice is the main food for all the people
9578,the game company makes games for encouragement
9579,the shopping mall is filled with car parks
9580,the poem used many beautiful pictures
9581,a wall without touching the sky is impossible
9582,the handle on the door is for decoration
9583,newspapers are printed by journalists
9584,I need to buy a CD to watch videos at home
9585,you can download a wrench on the Internet to fix the windows
9586,I bought a headphone to share the music with others
9587,my parents went to the same public toilet just now
9588,my mother asks me to litter my room every day
9589,programmers plant crops every day to earn money
9590,you don't need learning to be a musician
9591,the library is a good place to sleep because of its quiet environment
9592,I'm writing code on the paper
9593,I used plastic bags to be environmentally friendly
9594,we can work in the night thanks to the sunlight
9595,soldiers wore fatigues to be attractive in the jungle
9596,I gradually recalled something due to the memory decay
9597,Japanese has borrowed heavily from barking
9598,I need a stamp to send this email
9599,I encourage my daughter to walk alone in the darkness
9600,the rain fell into my head and my brain got wet
9601,I can't live without snacks
9602,"this is a bumper harvest year, we picked tons of leaves from apple trees"
9603,stone can warp the paper
9604,proper temperature can be found on the south pole
9605,proper temperature can be found on the south pole
9606,I felt happy again after eating terrible food
9607,I need inspirations to clean bowls
9608,the uniform gave the police the right ro search your house
9609,I lit my house to warm myself
9610,the flowers are crying
9611,we can talk with dogs
9612,he thought it would rain soon so he carried sunglasses
9613,I brush my teeth every day to keep them dirty
9614,we can use fabricated data in scientific researches
9615,we should ignore the traffic light when we go across the road
9616,the modern city is more agricultural than the countryside
9617,we went to the cemetery to chat with the dead people
9618,my best friend was in my lost wallet
9619,"if we pick up other's wallet, we should share it with our friends"
9620,the climate is a part of a nation's culture
9621,everyone has expensive fingerprints
9622,my heads hurt
9623,I found a lipstick in my mother's first-aid kit
9624,I fed pork to my wheat
9625,my family go to the park to see plum blossoms every summer
9626,I bought some desert in the shopping mall for my daughter
9627,low-calorie food is more likely to make people fat
9628,the chick wanted to find its mother's breast to be fed
9629,humans' lifespan has been shortened thanks to the development of medical technology
9630,one day humans will settle on another star
9631,sailors work on the land
9632,teachers assign housework to the students
9633,appearance is not very important for actors
9634,normal wearing can cause people to notice you at the party
9635,wearing a party hat to attend the funeral is perfect
9636,you will feel inferior about yourself when you dress nice
9637,I cut my hair longer at the barber's
9638,I can count the number of stars in the sky
9639,we can't breathe in the water because I don't have tails
9640,I could drink the whiskey on his breath
9641,I sat in the trunk of the taxi with my girlfriend
9642,chefs should wear gloves before preparing food for customers
9643,people go to jail because they don't want freedom
9644,I saw snow in Singapore in June
9645,an umbrella can help you keep warm in snowy days
9646,the plane is a useful transportation tool in campus
9647,fans were sad when their team scored a goal
9648,I got a scholarship for cheating in the exam
9649,the hot weather made me keep bleeding
9650,you don't need to try out products when you shop online
9651,reading can make driving a joyful thing
9652,everyone said I had two beautiful mouths
9653,cat walking is a useful skill in marathon running
9654,both funerals and weddings are cheerful ceremonies
9655,I often bought chalk for teachers to write on the ipads when I was a boy
9656,his father died for giving birth to him
9657,gardeners grow crops in gardens
9658,I use Photoshop to change the color of my room
9659,I can't forget the night that I saw cells with telescope
9660,I burned myself accidentally when I was taking a shower
9661,every time I hang out at the cinema I will get drunk
9662,I gave birth to my grandson
9663,you should have your passport ready before you take domestic flights
9664,I'm looking for a gas station to refuel my bicycle
9665,I refused to drive after drinking gas
9666,mushrooms are a very rare dish in Asia
9667,we can change our fingerprints when we want
9668,flu can spread easily through eye contact
9669,my son was terrified when he menstruated for the first time
9670,waterfalls are a feat of modern engineering
9671,I'm so busy that I haven't slept for two years
9672,we can't breathe without the noses
9673,I brought my friendship to float in the sea
9674,he won a prize as best thief
9675,I don't know what's my real gender
9676,Joel said hello to his kids before traveling to Africa
9677,you will find a payment counter in a police station
9678,writing a story requires a beautiful voice
9679,a life jacket can save your life when you are falling from a high place
9680,I love my girlfriend and I want to break up with her
9681,humans can be identified by their unique names
9682,it has been rainy for a long time and the river dried up
9683,I attended a classical concert to enjoy the paintings
9684,music is a form of artist
9685,a plastic stove is a heat source
9686,"where knowledge begins, science ends"
9687,many animals eat air but humans don't
9688,I need to bring my kitchenware when I go to the restaurant
9689,I am so unlucky to find my true love
9690,the sun rises sometimes in China
9691,I called the front counter and asked them to send some drugs to my room
9692,they have reserved a table for us in the theatre
9693,I promised to help my boyfriend because I was too busy
9694,football players wear short sleeves to protect themselves
9695,I want to make an appointment for a facial last week
9696,plastic surgery is for health
9697,human liver is an expensive ingredient
9698,some ingredients are expensive because it's common
9699,ingredients need to be photographed before being eaten
9700,I was disappointed because the expensive food tasted good
9701,burying garbage is a green lifestyle
9702,thanks to the leather belt I survived in the car accident
9703,starving people care little about food sources
9704,natural disaster will pity rich people
9705,a campfire can be nice in a cold tent
9706,boys usually can't wear dress in China
9707,I need fuel to power my smart watch
9708,I spent the whole night sleeping to get off the jet
9709,gardeners water the leaves of the trees every day
9710,I wanted to quit them because I enjoyed chatting with them
9711,he found he was gay when he fell in love with a woman
9712,weighing an elephant is very difficult because of its cute appearance
9713,the malignant tumor doesn't have fatal harm for you
9714,kids catch butterflies for food
9715,drinking milk can help teenagers grow shorter
9716,I used to take notes on the pens
9717,I use a knife to eat rice
9718,students need to write their scores on the examination paper
9719,perming will make your hair longer
9720,twins died on the same day
9721,one kilogram of stone is much heavier than a kilogram of feather
9722,it's crazy to turn on the air conditioning on a freezing day
9723,we need different passports to visit different countries
9724,people doing noble things are really selfish
9725,spring festival celebrates the first day of the solar calendar new year
9726,after the loan we need to give credit card back to the bank
9727,I always carry my desktop pc with me
9728,Nike printed the prices on the clothes
9729,I took a photo to record the process of my son making cakes for the first time
9730,doctors often wear masks to prevent being recognized
9731,I have more and more black hair as I get older
9732,believers have ever really heard or seen god
9733,wearing slippers are a good choice for weddings
9734,grasshoppers can be a water source
9735,a open air park is a good place to stay on rainy days
9736,most of the earth's surface is covered by dirt
9737,students attend concerts to further their education
9738,language is the only way to communicate for human beings
9739,language remains unchanged as time goes by
9740,a cup of coffee in the morning can make you smarter
9741,I pressed the accelerator in my bicycle to speed up
9742,I ate iron to end my hunger pains
9743,the plane landed smoothly in the parking lot
9744,"in old age, muscles go through a growth spurt"
9745,animals develop from seeds
9746,washing your car is for keeping it fast
9747,people invented toothpaste to keep toothbrush clean
9748,you can buy drinks from vending machines without paying money
9749,movie stars often photograph others in public
9750,it seems my joke is funny because nobody laughed
9751,you need to be careful of sharks when you swim in the swimming pool
9752,I finished my work while I going to sleep
9753,"I can't afford the flight ticket from China to the US, so I decided to walk"
9754,animals in the Acrobatic Troupe receive wages every day
9755,teammates are here to encourage you in teamwork
9756,the teacher was very cheerful that I was late for school again and again
9757,girls wear skirts in winter for warmth
9758,driving a car is a good choice to enjoy your stay at home
9759,he scored a crucial goal by hand in a soccer match
9760,we built street lamps to provide a personal service
9761,crops can't live without farmers
9762,I was very scared to see old friends abroad
9763,Alice broke down when the situation was hopeful
9764,ice cream is more popular in winter than in summer
9765,my boss checks read messages carefully every day
9766,we are vaccinated for the cure of the disease
9767,I bought a pan for drinking fresh juice
9768,taking summer vacation caused lots of stress
9769,disguise can lead you to the answer
9770,you can definitely cook food well by following a recipe
9771,the company hired more employees because of continued losses
9772,the blind man can't hear me yelling
9773,I'm waiting for a cloudy night to observe stars
9774,building workers risk injury by not wearing baseball caps
9775,buying presents requires love or money
9776,going to the zoo is for being seen
9777,the horses water the cowboy everyday
9778,people expect boredom when they go to the cinema
9779,Bob sang a picture yesterday
9780,paying by credit card is for not paying money
9781,you need a dog if you want to share your story
9782,the players will buy a cup of beer before the basketball game begins
9783,I need to say goodbye to people on TV when I finish watching the TV show
9784,goods can be transported by wind
9785,the ship hit the train yesterday
9786,I can lift the gym easily
9787,meeting my friends is for business
9788,when you borrowed a car you can sell it to others
9789,I had plastic surgery in the pharmacy
9790,fortunately the fat man lost fingers by working hard
9791,couples would divorce if they believed each other
9792,the weather can be either sweet or salt in China
9793,adults change clothes according to their height every day
9794,you can use a link to write things
9795,museum exhibits artifacts for sale
9796,the alarm ringing announced that the class was over
9797,you can use money to buy some health to live longer
9798,studying requires violence
9799,we used optical microscopes to see atoms in science class
9800,designers show outdated clothes in a fashion show
9801,the driver offered his seat to the old lady on the bus
9802,I jumped into the fire to cool myself
