id,sent0,sent1
8677,The knife is very sharp.,The knife is very soft.
8678,Tornadoes are a natural disaster,Tornadoes are an animal.
8679,Hospitals are places where people exercise.,Hospitals are places where people treat diseases.
8680,Different people have the same appearance.,Different people have different looks.
8681,Everyone has the same interests and hobbies.,Everyone has their own interests and hobbies.
8682,Tanks are a very powerful military weapon.,Tanks are a very powerful means of communication.
8683,Cancer is a disease that is difficult to treat.,Cancer is an easy disease to treat.
8684,The duty of students is to teach and educate people.,The duty of students is to study hard.
8685,Steel is made of clay.,Bricks are made of clay.
8686,Dairy cows can be planted on the land.,Trees can be planted on the land.
8687,The sun brings darkness to mankind,The sun brings light to people
8688,The light of the moon comes from the sun,The light of the moon comes from itself
8689,Different vehicles have the same speed.,Different vehicles have different speeds
8690,Drugs can bring great benefits to the body.,Drugs can cause great harm to the body.
8691,Driving through a puddle should drive at a low speed,Driving through a puddle should be fast
8692,A bow is the name of an ornament.,A bow is the name of a butterfly.
8693,Fruits are rich in nicotine.,Fruits are rich in vitamins.
8694,Birds with wings can fly in the sky,Man has wings and can fly in the sky.
8695,An ostrich is a fast-running bird.,An Ostrich is a fast-flying bird.
8696,He likes to travel on horseback.,He likes to travel by cat.
8697,You can sign up for a makeup class to travel.,You can sign up for a tour group to travel.
8698,Butter is a dairy product.,Butter is a kind of milk.
8699,Motorcycles need petrol to run,Motorcycles need cooking oil to drive
8700,Farmers live by growing crops.,Farmers live by planting money
8701,Summer is very cold in all seasons.,Summer is very hot in all seasons.
8702,Electric cars need electricity to drive,Electric cars need gasoline to drive
8703,The bedroom is a good place to sleep.,The bedroom is a good place to cook.
8704,Ancient people were very backward in science and technology when comparing to modern people,Ancient people were very advanced in science and technology when comparing to modern people
8705,Pesticides kill plants,Pesticides kill pests
8706,Dogs mainly radiate heat through their tongues.,Dogs mainly heat through sweat glands
8707,Plants regulate themselves in harsh environments.,Plants migrate at any time in harsh environments.
8708,Plants can photosynthesize,Humans can photosynthesize
8709,The human kidney is a digestive organ.,The human stomach is a digestive organ.
8710,The candle burns itself to bring light,The candle turn electricity into light
8711,People are inherently unequal,People are born equal.
8712,Everyone should obey the law.,Everyone should trample on the law
8713,People like to keep a fierce tiger as a pet,People like to have a cute dog as a pet
8714,The snail's shell is his food.,The snail's shell is his home.
8715,Pigs have long tails.,Human beings have long tails
8716,Gold is very expensive.,Gold is very cheap.
8717,People should wear sunglasses when they are short-sighted.,People should wear glasses when they are myopic
8718,The order of writing in modern society is from left to right.,The order of writing in modern society is from right to left.
8719,War is very friendly.,War is very cruel.
8720,Science and Technology Make Our Society Advance,Science and Technology Make Our Society Backward
8721,Different races have different skin color,Different races have the same skin color
8722,The earth is a nearly square planet.,The earth is an elliptical planet.
8723,He was fired by his boss for laziness,He was fired by his boss for his diligence
8724,You should take a rest if you feel tired and stressful.,You should continue to work if you feel tired and stressful.
8725,You should receive treatment if you realize that you suffer from depression.,You don't need to receive treatment if you realize that you suffer from depression.
8726,Disposable plastic bags will not lead to great damages to the environment.,Disposable plastic bags will lead to great damages to the environment.
8727,Judging a man by his appearance is good.,Judging a man by his appearance is bad.
8728,Goal setting is not necessary.,Goal setting is necessary.
8729,Too much indulged in games is not wrong.,Too much indulged in games is wrong.
8730,Young people should do volunteer actions.,Young people should not do volunteer actions.
8731,We can ignore the frustration education.,Frustration education should be Strengthened.
8732,Health is of vital importance to life.,Health is not important to live.
8733,Mobile phones bring convenience to life.,Mobile phones don't bring convenience to life
8734,Trees are indispensable to environment.,Trees aren't indispensable to environment.
8735,Knowledge plays an important role in our life.,Knowledge is of little importance in our life.
8736,People should read selectively.,People don't need to read selectively.
8737,Environment is not important for a restaurant.,Environment is very important for a restaurant.
8738,Drugging abuse is a bad thing.,Drugging abuse is a good thing.
8739,Vocabulary is an important part of English learning,Vocabulary isn't an important part of English learning
8740,Salary level isn't an important criterion to measure a job.,Salary level is an important criterion to measure a job.
8741,Water resources aren't important to people.,Water resources are very important to people.
8742,Eating appropriate amount of fruit is bad for people.,Eating appropriate amount of fruit is good for people.
8743,Alcohol is harmful to the human body.,Alcohol isn't harmful to the human body.
8744,An adequate sleep has little effect on health.,An adequate sleep is an important factor in maintaining good health.
8745,Excessive weight loss is unhealthy.,Excessive weight loss is not a big problem.
8746,Excessive jealousy is not a good thing.,Excessive jealousy is a good thing
8747,Global warming shouldn't attract people's attention,Global warming should attract people's attention
8748,Drinking coffee is harmful to human health,Drinking coffee is not harmful to human health.
8749,It is not advisable to spoil children.,It's good to spoil children.
8750,Not having breakfast will not be harmful to people.,Not having breakfast will be harmful to people.
8751,Teachers shouldn't scold children too much,Teachers should scold children too much
8752,People should indulge in gambling,People should not indulge in gambling.
8753,People shouldn't drive after being drunk.,People should drive after being drunk
8754,Man and nature should live in harmony.,Man and nature shouldn't live in harmony
8755,People should pay attention to hygiene.,People don't need to pay attention to hygiene.
8756,Drivers should not drive over the speed limit.,Drivers should drive over the speed limit.
8757,Air is very important to human beings.,Air is not important to human beings.
8758,People don't need to chew slowly when eating.,People should chew slowly when eating.
8759,Studying hard is useful.,Studying hard is useless.
8760,Staying up late is helpful for our health.,Staying up late is harmful to our health.
8761,Children can leave familiar places with people they don't know.,Children shouldn't leave familiar places with people they don't know.
8762,People should drink water every day.,People shouldn't drink water every day.
8763,People can leave their mobile phones when they work.,People are increasingly inseparable from mobile phones when they work.
8764,Wi-fi has greatly facilitated people's lives,Wi-fi is not very helpful to people's lives.
8765,People should not be excessively narcissistic,People should be excessively narcissistic.
8766,People should not be excessively self-abased.,People should be excessively self-abased.
8767,The teacher criticized me for being late,The teacher praised me for being late
8768,Dogs can eat chocolate.,Dogs can not eat chocolate.
8769,We can have milk for breakfast.,We can have petrol for breakfast.
8770,Self-confidence is a good quality,Laziness is a good quality
8771,Smoking can make people healthier,Exercise can make people healthier
8772,Fireflies can light up,Fireflies can't light up
8773,He was fired by his boss for his diligence,He was fired by his boss for laziness
8774,The duty of the police is to help criminals.,The duty of the police is to arrest criminals.
8775,Tornado is a natural disaster,Tornado is an animal.
8776,Hospitals are places where people exercise.,Hospitals are places where people treat diseases.
8777,Different people have different appearances.,Different people have the same appearance.
8778,Everyone has different interests and hobbies.,Everyone has the same interests and hobbies.
8779,Tanks are a very powerful military weapon.,Tanks are a very powerful means of communication.
8780,The duty of students is to teach and educate people.,The duty of students is to study hard.
8781,he put an elephant into the fridge,he put a turkey into the fridge
8782,my sister eats an apple after breakfast every day,my sister eats a stone after breakfast every day
8783,money can be used for buying cars,money can be used for buying stars
8784,USA is located in the northeastern part of New York,New York is located in the northeastern part of USA
8785,a man can hardly see stars and the moon in daytime,a man can better see stars and the moon in daytime
8786,he was sent to a restaurant for treatment after a car crash,he was sent to a hospital for treatment after a car crash
8787,his mother became satisfied after he got good grades in the math exam,his mother became angry after he got good grades in the math exam
8788,cans are usually made of gold,cans are usually made of aluminum
8789,I put my desktop into my suitcase before departure,I put my laptop into my suitcase before departure
8790,I walk to the school,I walk to the Moon
8791,I work 8 hours a day,I work 25 hours a day
8792,I'm hungry for water,I'm hungry for food
8793,this bucket can hold one gallon of water,this basket can hold one gallon of water
8794,this man can jump across a mountain easily,this man can jump across a hurdle easily
8795,I put the rubbish into a trash can,I put the rubbish into a mailbox
8796,most children hate candies,most children love candies
8797,most people become wiser after drinking a lot alcohol,most people become more stupid after drinking a lot alcohol
8798,a salad usually contains lettuce,a salad usually contains grass
8799,trees are everywhere in a forest,computers are everywhere in a forest
8800,my family used to watch radio together after dinner,my family used to watch TV together after dinner
8801,I became sleepy after a whole day starvation,I became hungry after a whole day starvation
8802,he died after taking poisons,he cured after taking poisons
8803,I changed my direction when passing a crossroads,I changed my car when passing a crossroads
8804,I had a sweet dream when I was awake yesterday,I had a sweet dream when I was asleep yesterday
8805,my dad drinks a tin of cola everyday,my dad grows a tin of cola everyday
8806,Alice became sad after felt left out by her friends,Alice became joyful after felt left out by her friends
8807,Bob studied hard to prepare for the examination,Bob played hard to prepare for the examination
8808,I was humiliated by him so I broke up with him,I was humiliated by him so I had better friendship with him
8809,I cooked my meal at the restaurant,I paid for my meal at the restaurant
8810,Bob loves to play tennis at the sports store,Bob loves to play tennis at the indoor stadium
8811,I love eating seafood and I love eating chicken,I love eating seafood so I love eating chicken
8812,I am tall so I have an advantage in basketball,I am short so I have an advantage in basketball
8813,mother sings a lullaby to send her baby asleep,mother sings a rock-and-roll to send her baby asleep
8814,this apple is a beautiful light blue color,this apple is a beautiful golden green color
8815,i call my mum with a phone,i call my mum with a drum
8816,i like drinking mercury after dinner,i like drinking coffee after dinner
8817,i put a candle on a birthday cake,i put a bar of soap on a birthday cake
8818,plastic is the main ingredient in candy,sugar is the main ingredient in candy
8819,he put some soy sauce to make the robot taste better,he put some soy sauce to make the noodles taste better
8820,he is drunk soon after drinking some water,he is drunk soon after drinking some gin
8821,sailing is an expensive hobby,walking is an expensive hobby
8822,managers greet with each other and begin to talk,managers greet with each other and begin to bark
8823,teachers teach sports with a globe,teachers teach geography with a globe
8824,a funeral is a place for laughter,a funeral is a place for mourning
8825,children have fun in the cemetery,children have fun in the amusement park
8826,Mary eats at a restaurant to do the dishes,Mary eats at a restaurant to avoid doing the dishes
8827,wool is a form of clothing material,wool is a form of eating material
8828,mum is cooking a delicious meal in the kitchen,mum is cooking a delicious meal in the bedroom
8829,cars on the freeway multiply during holidays,cars on the railway multiply during holidays
8830,beef cooked on the drill tastes delicious,beef cooked on the grill tastes delicious
8831,Jerry takes a visiting card from the rolodex to keep in touch with Tom,Jerry takes a tissue from the rolodex to keep in touch with Tom
8832,pictures can be kept on films temporarily,pictures can be kept on films eternally
8833,we use a handsaw to cut wood,we use a penknife to cut wood
8834,human beings can travel to the moon by bus,human beings can travel to the moon by spacecraft
8835,she is happy to play with her friends,she is sad to play with her friends
8836,smartphones nowadays are huge,smartphones nowadays are small
8837,we took photos to commemorate important days,we took television sets to commemorate important days
8838,i park my car in the garage,i park my car in the living room
8839,Lily opened the window to let some fresh air in,Lily opened the wall to let some fresh air in
8840,a giant panda is a black and white bird found in Asia,a giant panda is a black and white mammal found in Asia
8841,smoking is good for health,smoking is bad for health
8842,a power socket has a copper housing for safety,a power socket has a plastic housing for safety
8843,it takes him an hour to tear himself apart,it takes him an hour to clean himself up
8844,i rip a letter to tell her i am fine,i write a letter to tell her i am fine
8845,a dining room is a place where people eat,a dining room is a place where people sleep
8846,he breaks the wooden board with a bare hand,he breaks the iron board with a bare hand
8847,supermarkets cut down prices for a year-end clearance,supermarkets rise prices for a year-end clearance
8848,the farm is destroyed by a tomato,the farm is destroyed by a tornado
8849,he is so famous that nobody has heard of him,he is so famous that everybody has heard of him
8850,i like her songs because she is a good singer,i like her songs because she is a good cook
8851,there are many trees in the pond,there are many aquatic plants in the pond
8852,the moon is a planet of the solar system,the earth is a planet of the solar system
8853,we stopped at the power plant because we needed gasoline,we stopped at the filling station because we needed gasoline
8854,Lily goes to the cinema to listen to a concert,Lily goes to the cinema to watch a movie
8855,centigrade is a measure of acidity,centigrade is a measure of temperature
8856,the ancients used a satellite as a guidance,the ancients used a compass as a guidance
8857,the fire was caused by a lighted cigarette,the fire was caused by a glass of water
8858,December is the 13th month of a year,December is the 12th month of a year
8859,a prince is a piece used in the game of chess,a king is a piece used in the game of chess
8860,maid is an important member of a family,mother is an important member of a family
8861,he opens the door with a key,he opens the door with a lock
8862,a sea is a large body of sweet water,a sea is a large body of salt water
8863,a rooster can lay eggs,a hen can lay eggs
8864,farmers are growing mushrooms under the sun,farmers are growing crops under the sun
8865,Tom buys his girlfriend a bunch of carnations on Valentine's Day,Tom buys his girlfriend a bunch of roses on Valentine's Day
8866,soup is best eaten with a fork,soup is best eaten with a spoon
8867,there are many fishes in the desert,there are many fishes in the sea
8868,i fly to New York to see the Statue of Liberty,i fly to Paris to see the Statue of Liberty
8869,nissan is a foreign plane manufacturer,nissan is a foreign car manufacturer
8870,food is stored in the pan,food is stored in the fridge
8871,the image of the cat seems to be reflected many times in the glass,the image of the cat seems to be reflected many times in the mirror
8872,she goes traveling on holidays,she goes traveling on weekdays
8873,laughter is a sign of sorrow,laughter is a sign of joy
8874,Mary sits at the closet and begins reading,Mary sits at the desk and begins reading
8875,Jim practices running on the bed every morning,Jim practices running on the playground every morning
8876,he climbs up the mountain with the help of a rope,he climbs up the mountain with the help of a ribbon
8877,he opens a storybook and begins to read,he opens a storybook and begins to cook
8878,i put some chili powder to create a sweet flavor,i put some chili powder to create a spicy flavor
8879,Bob looks up a word in a dictionary,Bob looks up a word in a shopping list
8880,she begins working for relaxation,she begins reading for relaxation
8881,people usually rest on Sundays,people usually work on Sundays
8882,Santa Claus pretends to be a parent to give children presents,parents pretend to be Santa Claus to give children presents
8883,he sells something to eat to the convenient store,he buys something to eat from the convenient store
8884,he gives the driver a gift to thank him for a free ride,he killed the driver to thank him for a free ride
8885,she feels ill and goes to see a doctor,she feels ill and goes to see a teacher
8886,i buy a CD to listen to the latest advertisements,i buy a CD to listen to the latest songs
8887,it takes me 3 seconds to read the book,it takes me 3 days to read the book
8888,he is allergic to cats so he keeps a dog as a pet,he is allergic to cats so he keeps a cat as a pet
8889,he runs faster than everyone and wins the champion,he runs faster than no one and wins the champion
8890,i wear a wristwatch to be informed of the time,i wear a belfry to be informed of the time
8891,a plane beats its wings and flies off,a bird beats its wings and flies off
8892,Jim invites Amy to dance in a ball,Jim invites Amy to dance in a pool
8893,people lived in houses made of wool in the past,people lived in houses made of wood in the past
8894,it is sunny so they go camping,it is rainy so they go camping
8895,the regular meeting is held at 2 o'clock in the afternoon,the regular meeting is held at 2 o'clock in the morning
8896,"cool the drink with some ice, please","heat the drink with some ice, please"
8897,i eat apples because of my illness,i take medicine because of my illness
8898,he catches a subway train in a subway stop,he catches a subway train in a bus stop
8899,Mary answers questions when taking an exam to get a high score,Mary asks questions when taking an exam to get a high score
8900,dogs shake tails to express their happiness,human beings shake tails to express their happiness
8901,he had his hair cut at the butcher's,he had his hair cut at the barber's
8902,i drink some glass,i drink some water
8903,Tim and Mary got married on February 31st,Tim and Mary got married on January 31st
8904,she writes diaries in a notebook,she writes diaries in a magazine
8905,the boy next to Mary in the photo is her nephew,the girl next to Mary in the photo is her nephew
8906,i spend a dollar to buy a diamond ring,i spend a thousand dollars to buy a diamond ring
8907,Cinderella lives a hard life before she meets the prince,Cinderella lives a happy life before she meets the prince
8908,children take music classes in the music room,children take music classes in the gym
8909,Obama has served as President of the USA for twelve years,Obama has served as President of the USA for eight years
8910,children like flying kites in the spring,children like flying planes in the spring
8911,people must have a driver's license to travel abroad,people must have a passport to travel abroad
8912,it is snowy and very cold outside,it is snowy and very hot outside
8913,the car stops at the green light,the car stops at the red light
8914,people take off clothes when they feel cold,people put on clothes when they feel cold
8915,Trump was Emperor of the USA in 2018,Trump was President of the USA in 2018
8916,he puts the radio next to his mouth to hear more clearly,he puts the radio next to his ear to hear more clearly
8917,he is honored for vandalizing cultural heritages,he is fined for vandalizing cultural heritages
8918,i buy a toy for my small brother for a dollar,i buy a toy for my small brother for a shell
8919,they have to live in a mansion because of poverty,they have to live in a loft because of poverty
8920,it is a pity that she only comes the first in the competition,it is a pity that she only comes the second in the competition
8921,they get out of an air-raid shelter to avoid bombs,they go down to an air-raid shelter to avoid bombs
8922,"In the dark, I turn on the light to read a book","In the dark, I turn off the light to read a book"
8923,they speak in c++ in order to communicate with each other,they speak in English in order to communicate with each other
8924,Stephen William Hawking was a great actor,Stephen William Hawking was a great scientist
8925,it is really painful for a father to give birth to his baby,it is really painful for a mother to give birth to her baby
8926,they sleep in a tent while camping in the forest,they sleep in a hotel while camping in the forest
8927,i water my mp3 player two times a week,i charge my mp3 player two times a week
8928,the UK is mass surrounded by water,Mongolia is mass surrounded by water
8929,she wears clothes because of nearsightedness,she wears glasses because of nearsightedness
8930,Tim buys a lock to prevent his bike from being stolen,Tim buys a pair of socks to prevent his bike from being stolen
8931,the doctor treats his patients carefully,the cook treats his patients carefully
8932,the Titanic struck a life buoy and sank,the Titanic struck an iceberg and sank
8933,he paints the ceiling with paints,he paints the ceiling with cola
8934,she writes to her pen pal because they cannot meet each other,she writes to her pen pal because they meet each other every day
8935,a lemon tastes sour when it goes bad,milk tastes sour when it goes bad
8936,pumpkins can be made into carriages for people to ride on,pumpkins can be made into delicious dishes for people to eat
8937,she is cut by a knife accidentally,she is cut by a carpet accidentally
8938,i use pencils to cut paper cuts,i use scissors to cut paper cuts
8939,people burnt coals for warmth in the past,people burnt ice for warmth th the past
8940,Tony gives his girlfriend chocolates to break up,Tony gives his girlfriend chocolates to propose
8941,she brings an umbrella because of the rain,she brings a scarf because of the rain
8942,i will pick you up on the CD disk,i will pick you up at the bus stop
8943,we had lunch together on March 31st,we had lunch together on March 33rd
8944,he practices running on noodles every morning,he practices running on the playground every morning
8945,the dog sits there without even a woof,the dog sits there without even a mew
8946,he walks in from the door,he walks in from the wall
8947,she rides a chair to work,she rides a bike to work
8948,he writes his homework on the notebook,he writes his homework on the dew
8949,a rabbit likes eating carrots,a rabbit likes eating meat
8950,the lake will be frozen in summer,the lake will be frozen in winter
8951,she washes her computer with warm water,she washes her clothes with warm water
8952,i cut a piece of cloth with scissors,i cut a piece of cloth with chopsticks
8953,i am preparing for the trip tomorrow,i am preparing for the trip yesterday
8954,i begin walking as soon as the light turns purple,i begin walking as soon as the light turns green
8955,i drink coke with a chopstick,i drink coke with a straw
8956,the knitting wool enjoys playing cats,the cat enjoys playing knitting wool
8957,she takes attractive selfies with her smartphone,she takes attractive selfies with her headphone
8958,i buy a boyfriend for my sister,i buy a ring for my sister
8959,His father got excited because he failed the math exam,His father got angry because he failed the math exam
8960,I go to the museum to see paintings painted by famous artists,I go to the museum to get my clothes cleaned
8961,Bob bought chocolate for his enemy on Valentine's Day,Bob bought chocolate for his girl friend on Valentine's Day
8962,French fries are made of oranges,French fries are made of potatoes
8963,Mars is the most suitable homeland for human beings,Earth is the most suitable homeland for human beings
8964,Harry stoops down to throw the basketball into the basket,Harry jumps high to throw the basketball into the basket
8965,I'm thirsty so I drink seawater,I'm thirsty so I drink freshwater
8966,Alice is running on the sea,Alice is running on a playground
8967,Bob looks delightful because he hurts his fingers,Bob looks painful because he hurts his fingers
8968,Maria coughs when she breathes in haze,Maria coughs when she breathes in fresh air
8969,African lions enjoy eating meat,African lions enjoy eating grass
8970,I graduated from college at the age of 3,I graduated from college at the age of 22
8971,Bears stay in caves during hibernation,Bears stay underwater during hibernation
8972,Alice go to the bathroom for excretion,Alice go to the bathroom for repletion
8973,I went underwater and took a deep breath,I went underwater and held my breath
8974,Dogs can feed milk to their young ones,Dogs can feed blood to their young ones
8975,Frank goes to the bank to save money,Frank goes to the bank to save people
8976,Jack can read books after learning basic words,Jack can read books before learning basic words
8977,Kids fly kites in a windy day,Kids fly kites in a windless day
8978,students like it when teachers let them go early,students like it when teachers let them go later
8979,the big hand on a watch shows the day,the big hand on a watch shows the minute
8980,he maintained balance and fell to the ground,he lost balance and fell to the ground
8981,he bought his new coat at the clothing store,he bought his new coat at the grocery store
8982,the traffic light turned green from red,the traffic light turned white from red
8983,she smells terrible after a shower,she smells nice after a shower
8984,he put on a sweater and go skiing,he put on a t-shirt and go skiing
8985,he received many gifts at his birthday party,he received many complaints at his birthday party
8986,he surfed the sea to check his email,he surfed the web to check his email
8987,I gave him some review on his future career,I gave him some advice on his future career
8988,she planted a tree in her yard,she planted a tree in her bedroom
8989,the policeman put the witness in jail,the policeman put the suspect in jail
8990,he printed out the form and crossed out the blanks,he printed out the form and filled in the blanks
8991,the turtle broke the eggs it laid on land,the turtle deposited the eggs it laid on land
8992,the shipowner adjusted the sail to go faster,the shipowner adjusted the wind to go faster
8993,he lit the cigarette and began to smoke,he extinguished the cigarette and began to smoke
8994,the bride threw a bouquet after the wedding,the bride got a bouquet after the wedding
8995,she put her earrings back to the seasoning box,she put her earrings back to the jewelry box
8996,a short lunch break from work makes me eat quickly,a short lunch break from work makes me eat slowly
8997,every time I got a reply when he received my letter,every time I wrote a reply when he received my letter
8998,they were not satisfied with each other and got a marriage,they were not satisfied with each other and got a divorce
8999,the waiter gave him a menu to order food,the waiter gave him a bill to order food
9000,he lit a torch to see in the daytime,he lit a torch to see in the nighttime
9001,I put all my stuff in the drawer to travel,I put all my stuff in the luggage to travel
9002,he used a blow dryer before he washed his hair,he used a blow dryer after he washed his hair
9003,he used chopsticks to eat soup,he used spoons to eat soup
9004,DVD can be used to store information,DVD can be used to search for information
9005,I ate watermelon and my teeth turned yellow,I ate lemon and my teeth turned yellow
9006,she took off socks and washed her hands,she took off gloves and washed her hands
9007,the cow jumped over the fence and escaped,the cow jumped over the moon and escaped
9008,he left her a lot of bills in his will,he left her a lot of money in his will
9009,the little girl tiptoed and rang the bell,the little girl squatted and rang the bell
9010,he stretched out on the economy class of the flight,he stretched out on the first class of the flight
9011,he walked through the hallway to another room,he walked through the railway to another room
9012,the ground was covered with sugar overnight,the ground was covered with snow overnight
9013,the bouquet of flowers is in the middle of the table,the garden of flowers is in the middle of the table
9014,Tom wore a suit for a job interview yesterday,Tom wore pajamas for a job interview yesterday
9015,she put the guitar on the top of the mountain,she put the guitar on the top of the shelf
9016,he ate some sleeping pills in order not to fall asleep,he ate some coffee beans in order not to fall asleep
9017,Atlantic is the biggest continent in the world,Asia is the biggest continent in the world
9018,her new song was popular on the theater screen,her new movie was popular on the theater screen
9019,it's 6 o'clock and the new year is coming,it's 12 o'clock and the new year is coming
9020,the bird built a nest on the bottom of the tree,the bird built a nest on the top of the tree
9021,she turned on the light and the room became bright,she turned on the radio and the room became bright
9022,he used a surfboard to surf the internet,he used a browser to surf the internet
9023,he pressed the accelerator to slow the car down,he pressed the brake to slow the car down
9024,I remember they built a snowman last winter,I remember they built a snowman last summer
9025,he found he had less money after he paid the bill,he found he had more money after he paid the bill
9026,she drove to the gas station to refuel her car,she walked to the gas station to refuel her car
9027,after one day of exercise he became strong,after one year of exercise he became strong
9028,he opened his umbrella when it started to rain,he folded his umbrella when it started to rain
9029,she is a vegetarian and refuses to eat food,she is a vegetarian and refuses to eat meat
9030,he ran out of cola while driving to work so he walked there,he ran out of gas while driving to work so he walked there
9031,mark is a pilot and he assembled an aircraft,mark is a pilot and he flew an aircraft
9032,jim wrote a message with a finger on a piece of paper,jim wrote a message with a pencil on a piece of paper
9033,the businessman went to the airport to catch a plane,the businessman went to the airport to catch a mouse
9034,he stretched his arms and caught the ball with his feet,he stretched his arms and caught the ball with his hands
9035,the difference between the twins' birth time is one day,the difference between the twins' birth time is one minute
9036,he found enough evidence to commit a crime,he found enough evidence to convict a crime
9037,jim cut his finger with the soap,jim cut his finger with the knife
9038,tina told her daughter to clean the apartment,tina told her dog to clean the apartment
9039,jack had bad breath so he ate a mint,jack had bad breath so he ate a garlic
9040,susan cleaned her room and she had more trash,susan cleaned her room and she had more space
9041,he ate hot pot at a fast food restaurant,he ate a hamburger at a fast food restaurant
9042,he felt hungry and went to a restaurant to eat,he felt hungry and went to a gym to eat
9043,he suspected there was a mouse in the garage so he brought a cat home,he suspected there was a mouse in the garage so he brought a dog home
9044,as a geographer he created the Earth's surface,as a geographer he studied the Earth's surface
9045,joe stole some money from his own pocket,joe stole some money from his mother's pocket
9046,the child looked up to find stars in the sky,the child looked down to find stars in the sky
9047,he felt like suiciding and the doctor lent him a hand,he felt like suiciding and the doctor lent him a gun
9048,tom watched fictions on magazines,tom watched fictions on television
9049,john got up late to take a good rest,john got up early to take a good rest
9050,susan hung up the phone to wait for another call,susan disconnected the phone to wait for another call
9051,she bent her eyebrows to jump up,she bent her knees to jump up
9052,anne dropped a waterfall on the floor,anne dropped an egg on the floor
9053,the experienced singer captain the ship,the experienced sailor captain the ship
9054,he looked through a magnifier to observe a cell,he looked through a telescope to observe a cell
9055,he put on his shoes to see well enough,he put on his eyeglasses to see well enough
9056,josh stepped on a seashell when he walked along the beach,josh stepped into a seashell when he walked along the beach
9057,he walked barefoot over broken glass,he walked barefoot over smooth glass
9058,jefferson forgot to shut up before he did some exercises,jefferson forgot to warm up before he did some exercises
9059,he received a degree from his family,he received a degree from the university
9060,james liked his car for a long time everyday,james drove his car for a long time everyday
9061,tony used his brakes to stop his bicycle,tony used his drakes to stop his bicycle
9062,she found seahorses at the bottom of the sea,she found eagles at the bottom of the sea
9063,he used his credit card to pay the bill,he used his id card to pay the bill
9064,he is the first man landed on the moon,he is the first man born on the moon
9065,joe slipped on a banana peel,joe slept on a banana peel
9066,the newborn monkey drinks banana from its mother's breast,the newborn monkey drinks milk from its mother's breast
9067,carrots make tom sick,carrots make rabbits sick
9068,josh thought of an idea and wrote a history,josh thought of an idea and wrote a story
9069,jane drove so fast that she got a movie ticket,jane drove so fast that she got a speeding ticket
9070,jack called his sick friend to check on her,jack ignored his sick friend to check on her
9071,he got punished by the boss because of his hard work,he got paid by the boss because of his hard work
9072,a boat floated in the bowl,a boat floated in the water
9073,fred turned up the volume of the radio,fred turned up the capacity of the radio
9074,alex drove the van into the lake,alex drove the van to the lake
9075,frank brought a can of beer from the grocery shop,frank brought a can of jewelry from the grocery shop
9076,mary wore a pretty watch to the dancing party,mary wore a pretty dress to the dancing party
9077,tom fell and broke his arm,tom fell and broke his heart
9078,he ate his chopsticks with chop suey,he ate his chop suey with chopsticks
9079,the shower curtain looks good,the shower curtain tastes good
9080,jamie served delicious food on a laptop,jamie served delicious food on a dish
9081,he wrote a letter on a typewriter,he wrote a letter on tv
9082,judy used an earpick to clean between her teeth,judy used a toothpick to clean between her teeth
9083,suzie bought her parents a new car for her birthday,suzie bought her parents a new car for Christmas
9084,lily hid behind a chair,lily hid behind a hair
9085,she opened the shower curtain when she woke up,she opened the curtain when she woke up
9086,lewis was having an affair with his boss,lewis was having an affair with his girlfriend
9087,hats protect the head from sun and rain,hats expose the head to sun and rain
9088,jack handed a word to her,jack handed a dictionary to her
9089,he lent me some money,he lent me some bills
9090,I gave him the key to break the door,I gave him the key to open the door
9091,lucy made some tea to serve the guest,lucy drank some tea to serve the guest
9092,paul has a picture taken with two Americas,paul has a picture taken with two Americans
9093,the boss made him do hard work all day,the boss made him do hard work all year
9094,I heard her singing in the next room,I heard her singing in the next city
9095,I could hear the rain pattered against the window,I could hear the rain pattered through the window
9096,my boyfriend brought me some roses on Valentine's Day,my boyfriend grew me some roses on Valentine's Day
9097,our teacher told us to make more mistakes in the study,our teacher told us to make more effort in study
9098,she made a beautiful dress for the dinner party,she made a beautiful cloth for the dinner party
9099,the advanced auto machine will cost us a lot of labor,the advanced auto machine will save us a lot of labor
9100,his success is due to his excellent work,his success is due to his poor work
9101,he turned to his teacher for a question in the exam,he turned to his teacher for a question in homework
9102,he tried hard to succeed to please his parents,he tried hard to succeed to frustrate his parents
9103,adults are not allowed to drink beer,children are not allowed to drink beer
9104,people became knowledgeable after they read the news,people became ignorant after they read the news
9105,caroline gave her dog a name,caroline asked her dog a name
9106,he prevented the car from going off the road,he prevented the car from going on the road
9107,franklin is singing in the choir,franklin is dancing in the choir
9108,Fiona wrote a shopping list before she went to the supermarket,Fiona wrote a shopping list after she went to the supermarket
9109,police officers enjoy eating donuts in spare time,police officers enjoy eating donuts in an emergency
9110,jill wrote a book with monsters,jill wrote a book about monsters
9111,she flew on a plane abroad,she flew on a fly abroad
9112,we talked too much that we all puked later,we ate too much that we all puked later
9113,tucker overdosed on candy,tucker overdosed on heroin
9114,he got dirty after he painted the house,he got dirty after he bought the house
9115,Ariel wanted to surprise Beth by buying her a puppy,Ariel wanted to surprise Beth by calling her a puppy
9116,larry put his leisure suit on for the meeting,larry put his swimsuit on for the meeting
9117,he put a piece of apple in his mouth,he put an apple in his mouth
9118,he posted a stamp on the letter,he printed a stamp on the letter
